"Date Printed: Wednesday, August 29, 2018 10:36:44 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,Race/Ethnicity,Cases,Rate per 100000
"Primary and Secondary Syphilis","2001","Delaware","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","District of Columbia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","District of Columbia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","District of Columbia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Florida","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Florida","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Florida","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Florida","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Georgia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Georgia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Georgia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Georgia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Hawaii","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Hawaii","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Hawaii","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Hawaii","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Idaho","Asian","0","0.0"
"Primary and Secondary Syphilis","2001","Idaho","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2001","Idaho","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2001","Idaho","White","0","0.0"
"Primary and Secondary Syphilis","2001","Illinois","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Illinois","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Illinois","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Illinois","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Indiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Indiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Indiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Indiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Iowa","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Iowa","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Iowa","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Iowa","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kentucky","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kentucky","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kentucky","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Kentucky","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Louisiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Louisiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Louisiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Louisiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Maine","Asian","0","0.0"
"Primary and Secondary Syphilis","2001","Maine","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2001","Maine","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2001","Maine","White","0","0.0"
"Primary and Secondary Syphilis","2001","Maryland","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Maryland","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Maryland","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Maryland","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Massachusetts","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Massachusetts","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Massachusetts","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Massachusetts","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Michigan","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Michigan","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Michigan","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Michigan","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Minnesota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Minnesota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Minnesota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Minnesota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Mississippi","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Mississippi","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Mississippi","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Mississippi","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Missouri","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Missouri","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Missouri","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Missouri","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Montana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Montana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Montana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Montana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nebraska","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nebraska","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nebraska","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nebraska","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nevada","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nevada","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nevada","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Nevada","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Hampshire","Asian","0","0.0"
"Primary and Secondary Syphilis","2001","New Hampshire","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2001","New Hampshire","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2001","New Hampshire","White","0","0.0"
"Primary and Secondary Syphilis","2001","New Jersey","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Jersey","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Jersey","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Jersey","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Mexico","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Mexico","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Mexico","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New Mexico","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New York","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New York","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New York","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","New York","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Dakota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Dakota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Dakota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","North Dakota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Ohio","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Ohio","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Ohio","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Ohio","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Oklahoma","Asian","Data not available","Data not available"
